cp_id,case_id,person_id,role,narrative
CP-1529,CASE-0715,PERSON-0575,WITNESS,Subject of enquiry in Serial Asset and Vehicle Theft in Howrah under IPC 379.
CP-1530,CASE-0728,PERSON-0488,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Nagpur under IPC 506.
CP-1531,CASE-0880,PERSON-0641,ACCUSED,Subject of enquiry in Nocturnal Commercial Burglary in Mumbai under IPC 457/380.
CP-1532,CASE-1017,PERSON-0061,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Kolkata under IPC 420/406.
CP-1533,CASE-0247,PERSON-0605,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Varanasi under IPC 420/406.
CP-1534,CASE-0684,PERSON-0234,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Varanasi under IPC 457/380.
CP-1535,CASE-0411,PERSON-0652,PERSON_OF_INTEREST,Subject of enquiry in Kidnapping and Extortion Case at Varanasi under IPC 363/364A.
CP-1536,CASE-0321,PERSON-0873,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
CP-1537,CASE-0521,PERSON-0889,PERSON_OF_INTEREST,Subject of enquiry in Armed Robbery Incident at Pune under IPC 392/397.
CP-1538,CASE-0807,PERSON-0478,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Mumbai under IPC 457/380.
CP-1539,CASE-0162,PERSON-0392,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Howrah under IPC 457/380.
CP-1540,CASE-0132,PERSON-0568,ASSOCIATE,Subject of enquiry in Threat and Extortion Racket in Pune under IPC 384/386.
CP-1541,CASE-0284,PERSON-0747,PERSON_OF_INTEREST,Subject of enquiry in Forged Documentation and Property Fraud in Delhi under IPC 467/468/471.
CP-1542,CASE-0039,PERSON-0063,SUSPECT,Subject of enquiry in Physical Assault and Grievous Hurt Case at Delhi under IPC 323/325.
CP-1543,CASE-0545,PERSON-0443,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Kolkata under IPC 506.
CP-1544,CASE-0872,PERSON-0133,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Pune under IPC 384/386.
CP-1545,CASE-0677,PERSON-0672,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Howrah under IPC 363/364A.
CP-1546,CASE-0052,PERSON-0804,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Raipur under IPC 420/406.
CP-1547,CASE-0239,PERSON-0082,PERSON_OF_INTEREST,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Raipur under IPC 420/406.
CP-1548,CASE-1206,PERSON-0528,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
CP-1549,CASE-0958,PERSON-0158,ACCUSED,Subject of enquiry in Serial Asset and Vehicle Theft in Chennai under IPC 379.
CP-1550,CASE-0077,PERSON-0051,REPORTING_PERSON,Subject of enquiry in Serial Asset and Vehicle Theft in Mumbai under IPC 379.
CP-1551,CASE-0538,PERSON-0630,ASSOCIATE,Subject of enquiry in Physical Assault and Grievous Hurt Case at Kolkata under IPC 323/325.
CP-1552,CASE-1114,PERSON-0817,WITNESS,Subject of enquiry in Forged Documentation and Property Fraud in Varanasi under IPC 467/468/471.
CP-1553,CASE-0140,PERSON-0871,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Kolkata under IPC 392/397.
CP-1554,CASE-1153,PERSON-0806,REPORTING_PERSON,Subject of enquiry in Serial Asset and Vehicle Theft in Lucknow under IPC 379.
CP-1555,CASE-0553,PERSON-0618,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Delhi under IPC 420/406.
CP-1556,CASE-0646,PERSON-0286,REPORTING_PERSON,Subject of enquiry in Kidnapping and Extortion Case at Varanasi under IPC 363/364A.
CP-1557,CASE-0135,PERSON-0355,ASSOCIATE,Subject of enquiry in Digital Identity Theft and Financial Scam at Delhi under IT Act 66D / IPC 420.
CP-1558,CASE-0087,PERSON-0292,WITNESS,Subject of enquiry in Digital Identity Theft and Financial Scam at Siliguri under IT Act 66D / IPC 420.
CP-1559,CASE-1247,PERSON-0544,SUSPECT,Subject of enquiry in Kidnapping and Extortion Case at Bilaspur under IPC 363/364A.
CP-1560,CASE-1208,PERSON-0335,REPORTING_PERSON,Subject of enquiry in Serial Asset and Vehicle Theft in Delhi under IPC 379.
CP-1561,CASE-1225,PERSON-0872,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Bilaspur under IPC 457/380.
CP-1562,CASE-0809,PERSON-0833,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Durg under IPC 420/406.
CP-1563,CASE-1084,PERSON-0535,REPORTING_PERSON,Subject of enquiry in Digital Identity Theft and Financial Scam at Durg under IT Act 66D / IPC 420.
CP-1564,CASE-0459,PERSON-0694,SUSPECT,Subject of enquiry in Intimidation and Witness Tampering at Mumbai under IPC 506.
CP-1565,CASE-0407,PERSON-0505,WITNESS,Subject of enquiry in Serial Asset and Vehicle Theft in Varanasi under IPC 379.
CP-1566,CASE-0900,PERSON-0732,SUSPECT,Subject of enquiry in Forged Documentation and Property Fraud in Delhi under IPC 467/468/471.
CP-1567,CASE-0850,PERSON-0422,WITNESS,Subject of enquiry in Digital Identity Theft and Financial Scam at Pune under IT Act 66D / IPC 420.
CP-1568,CASE-1140,PERSON-0798,ACCUSED,Subject of enquiry in Physical Assault and Grievous Hurt Case at Delhi under IPC 323/325.
CP-1569,CASE-0210,PERSON-0451,PERSON_OF_INTEREST,Subject of enquiry in Armed Robbery Incident at Raipur under IPC 392/397.
CP-1570,CASE-0204,PERSON-0183,ASSOCIATE,Subject of enquiry in Armed Robbery Incident at Durg under IPC 392/397.
CP-1571,CASE-0994,PERSON-0324,SUSPECT,Subject of enquiry in Intimidation and Witness Tampering at Delhi under IPC 506.
CP-1572,CASE-0994,PERSON-0522,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Delhi under IPC 506.
CP-1573,CASE-0546,PERSON-0285,ASSOCIATE,Subject of enquiry in Threat and Extortion Racket in Ahmedabad under IPC 384/386.
CP-1574,CASE-0357,PERSON-0811,ACCUSED,Subject of enquiry in Armed Robbery Incident at Siliguri under IPC 392/397.
CP-1575,CASE-0895,PERSON-0218,ASSOCIATE,Subject of enquiry in Physical Assault and Grievous Hurt Case at Nagpur under IPC 323/325.
CP-1576,CASE-1056,PERSON-0716,WITNESS,Subject of enquiry in Physical Assault and Grievous Hurt Case at Kolkata under IPC 323/325.
CP-1577,CASE-1219,PERSON-0327,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Ahmedabad under IPC 363/364A.
CP-1578,CASE-1165,PERSON-0964,SUSPECT,Subject of enquiry in Targeted Homicide Investigation in Mumbai under IPC 302/120B.
CP-1579,CASE-0914,PERSON-0857,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Siliguri under IT Act 66D / IPC 420.
CP-1580,CASE-0138,PERSON-0759,ACCUSED,Subject of enquiry in Physical Assault and Grievous Hurt Case at Surat under IPC 323/325.
CP-1581,CASE-0339,PERSON-0935,PERSON_OF_INTEREST,Subject of enquiry in Kidnapping and Extortion Case at Kolkata under IPC 363/364A.
CP-1582,CASE-0286,PERSON-0057,ASSOCIATE,Subject of enquiry in Physical Assault and Grievous Hurt Case at Surat under IPC 323/325.
CP-1583,CASE-0957,PERSON-0083,WITNESS,Subject of enquiry in Physical Assault and Grievous Hurt Case at Surat under IPC 323/325.
CP-1584,CASE-0944,PERSON-0870,WITNESS,Subject of enquiry in Forged Documentation and Property Fraud in Delhi under IPC 467/468/471.
CP-1585,CASE-0352,PERSON-0139,SUSPECT,Subject of enquiry in Armed Robbery Incident at Delhi under IPC 392/397.
CP-1586,CASE-0842,PERSON-0087,ASSOCIATE,Subject of enquiry in Physical Assault and Grievous Hurt Case at Ahmedabad under IPC 323/325.
CP-1587,CASE-0057,PERSON-0676,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Nagpur under IPC 392/397.
CP-1588,CASE-0532,PERSON-0128,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Mumbai under IPC 457/380.
CP-1589,CASE-0172,PERSON-0271,ACCUSED,Subject of enquiry in Armed Robbery Incident at Pune under IPC 392/397.
CP-1590,CASE-1171,PERSON-0556,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Durg under IPC 363/364A.
CP-1591,CASE-1034,PERSON-0937,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Nagpur under IPC 363/364A.
CP-1592,CASE-0919,PERSON-0953,ASSOCIATE,Subject of enquiry in Threat and Extortion Racket in Raipur under IPC 384/386.
CP-1593,CASE-0230,PERSON-0116,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Nagpur under IPC 379.
CP-1594,CASE-0046,PERSON-0779,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Siliguri under IPC 420/406.
CP-1595,CASE-1032,PERSON-0671,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Lucknow under IPC 457/380.
CP-1596,CASE-0594,PERSON-0981,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Mumbai under IPC 457/380.
CP-1597,CASE-1041,PERSON-0062,SUSPECT,Subject of enquiry in Physical Assault and Grievous Hurt Case at Lucknow under IPC 323/325.
CP-1598,CASE-1120,PERSON-0981,PERSON_OF_INTEREST,Subject of enquiry in Targeted Homicide Investigation in Kolkata under IPC 302/120B.
CP-1599,CASE-0533,PERSON-0342,WITNESS,Subject of enquiry in Threat and Extortion Racket in Delhi under IPC 384/386.
CP-1600,CASE-0284,PERSON-0195,SUSPECT,Subject of enquiry in Forged Documentation and Property Fraud in Delhi under IPC 467/468/471.
CP-1601,CASE-0925,PERSON-1000,ACCUSED,Subject of enquiry in Kidnapping and Extortion Case at Nagpur under IPC 363/364A.
CP-1602,CASE-1069,PERSON-0556,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Bilaspur under IPC 457/380.
CP-1603,CASE-0478,PERSON-0615,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Chennai under IPC 379.
CP-1604,CASE-1039,PERSON-0413,PERSON_OF_INTEREST,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Chennai under IPC 420/406.
CP-1605,CASE-0024,PERSON-0583,ASSOCIATE,Subject of enquiry in Threat and Extortion Racket in Howrah under IPC 384/386.
CP-1606,CASE-0127,PERSON-0862,SUSPECT,Subject of enquiry in Targeted Homicide Investigation in Lucknow under IPC 302/120B.
CP-1607,CASE-0532,PERSON-0584,SUSPECT,Subject of enquiry in Nocturnal Commercial Burglary in Mumbai under IPC 457/380.
CP-1608,CASE-0858,PERSON-0516,ACCUSED,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Mumbai under IPC 420/406.
CP-1609,CASE-0970,PERSON-0713,SUSPECT,Subject of enquiry in Forged Documentation and Property Fraud in Nagpur under IPC 467/468/471.
CP-1610,CASE-0369,PERSON-0893,ASSOCIATE,Subject of enquiry in Threat and Extortion Racket in Mumbai under IPC 384/386.
CP-1611,CASE-0779,PERSON-0607,SUSPECT,Subject of enquiry in Armed Robbery Incident at Kolkata under IPC 392/397.
CP-1612,CASE-0614,PERSON-0640,PERSON_OF_INTEREST,Subject of enquiry in Threat and Extortion Racket in Chennai under IPC 384/386.
CP-1613,CASE-0188,PERSON-0813,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-1614,CASE-0173,PERSON-0987,ASSOCIATE,Subject of enquiry in Serial Asset and Vehicle Theft in Delhi under IPC 379.
CP-1615,CASE-1047,PERSON-0943,PERSON_OF_INTEREST,Subject of enquiry in Armed Robbery Incident at Lucknow under IPC 392/397.
CP-1616,CASE-1210,PERSON-0307,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Pune under IPC 457/380.
CP-1617,CASE-1229,PERSON-0717,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Siliguri under IPC 379.
CP-1618,CASE-1147,PERSON-0956,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Durg under IPC 457/380.
CP-1619,CASE-0309,PERSON-0505,REPORTING_PERSON,Subject of enquiry in Targeted Homicide Investigation in Ahmedabad under IPC 302/120B.
CP-1620,CASE-0804,PERSON-0623,REPORTING_PERSON,Subject of enquiry in Digital Identity Theft and Financial Scam at Surat under IT Act 66D / IPC 420.
CP-1621,CASE-0978,PERSON-0711,REPORTING_PERSON,Subject of enquiry in Serial Asset and Vehicle Theft in Mumbai under IPC 379.
CP-1622,CASE-0103,PERSON-0304,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Delhi under IT Act 66D / IPC 420.
CP-1623,CASE-1206,PERSON-0394,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
CP-1624,CASE-0242,PERSON-0295,SUSPECT,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-1625,CASE-1190,PERSON-0464,SUSPECT,Subject of enquiry in Threat and Extortion Racket in Kolkata under IPC 384/386.
CP-1626,CASE-0727,PERSON-0468,SUSPECT,Subject of enquiry in Nocturnal Commercial Burglary in Nagpur under IPC 457/380.
CP-1627,CASE-1013,PERSON-0952,WITNESS,Subject of enquiry in Serial Asset and Vehicle Theft in Chennai under IPC 379.
CP-1628,CASE-0509,PERSON-0212,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Siliguri under IPC 379.
CP-1629,CASE-0582,PERSON-0721,REPORTING_PERSON,Subject of enquiry in Threat and Extortion Racket in Mumbai under IPC 384/386.
CP-1630,CASE-1133,PERSON-0602,ASSOCIATE,Subject of enquiry in Armed Robbery Incident at Delhi under IPC 392/397.
CP-1631,CASE-0683,PERSON-0771,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Chennai under IPC 457/380.
CP-1632,CASE-0726,PERSON-0140,PERSON_OF_INTEREST,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Kolkata under IPC 420/406.
CP-1633,CASE-1190,PERSON-0848,REPORTING_PERSON,Subject of enquiry in Threat and Extortion Racket in Kolkata under IPC 384/386.
CP-1634,CASE-0816,PERSON-0217,ACCUSED,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Bilaspur under IPC 420/406.
CP-1635,CASE-0093,PERSON-0937,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Durg under IPC 506.
CP-1636,CASE-0864,PERSON-0749,REPORTING_PERSON,Subject of enquiry in Targeted Homicide Investigation in Lucknow under IPC 302/120B.
CP-1637,CASE-0580,PERSON-0886,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Pune under IPC 420/406.
CP-1638,CASE-0771,PERSON-0423,WITNESS,Subject of enquiry in Physical Assault and Grievous Hurt Case at Delhi under IPC 323/325.
CP-1639,CASE-0510,PERSON-0768,ACCUSED,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-1640,CASE-0880,PERSON-0057,ACCUSED,Subject of enquiry in Nocturnal Commercial Burglary in Mumbai under IPC 457/380.
CP-1641,CASE-0928,PERSON-0554,ACCUSED,Subject of enquiry in Targeted Homicide Investigation in Kolkata under IPC 302/120B.
CP-1642,CASE-0311,PERSON-0097,PERSON_OF_INTEREST,Subject of enquiry in Digital Identity Theft and Financial Scam at Raipur under IT Act 66D / IPC 420.
CP-1643,CASE-0024,PERSON-0187,WITNESS,Subject of enquiry in Threat and Extortion Racket in Howrah under IPC 384/386.
CP-1644,CASE-0693,PERSON-0135,PERSON_OF_INTEREST,Subject of enquiry in Kidnapping and Extortion Case at Kolkata under IPC 363/364A.
CP-1645,CASE-0292,PERSON-0194,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Howrah under IPC 384/386.
CP-1646,CASE-1188,PERSON-0809,ASSOCIATE,Subject of enquiry in Threat and Extortion Racket in Varanasi under IPC 384/386.
CP-1647,CASE-0833,PERSON-0312,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Lucknow under IPC 420/406.
CP-1648,CASE-1120,PERSON-0159,SUSPECT,Subject of enquiry in Targeted Homicide Investigation in Kolkata under IPC 302/120B.
CP-1649,CASE-1030,PERSON-0618,ASSOCIATE,Subject of enquiry in Intimidation and Witness Tampering at Chennai under IPC 506.
CP-1650,CASE-0545,PERSON-0578,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Kolkata under IPC 506.
CP-1651,CASE-1091,PERSON-0744,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Delhi under IPC 420/406.
CP-1652,CASE-0467,PERSON-0659,SUSPECT,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-1653,CASE-0893,PERSON-0171,ACCUSED,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-1654,CASE-0810,PERSON-0522,ASSOCIATE,Subject of enquiry in Targeted Homicide Investigation in Mumbai under IPC 302/120B.
CP-1655,CASE-1080,PERSON-0486,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Delhi under IPC 420/406.
CP-1656,CASE-1180,PERSON-0100,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Mumbai under IPC 457/380.
CP-1657,CASE-0046,PERSON-0669,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Siliguri under IPC 420/406.
CP-1658,CASE-0183,PERSON-0338,SUSPECT,Subject of enquiry in Forged Documentation and Property Fraud in Delhi under IPC 467/468/471.
CP-1659,CASE-0440,PERSON-0880,SUSPECT,Subject of enquiry in Serial Asset and Vehicle Theft in Durg under IPC 379.
CP-1660,CASE-1202,PERSON-0948,REPORTING_PERSON,Subject of enquiry in Serial Asset and Vehicle Theft in Durg under IPC 379.
CP-1661,CASE-0509,PERSON-0397,REPORTING_PERSON,Subject of enquiry in Serial Asset and Vehicle Theft in Siliguri under IPC 379.
CP-1662,CASE-1229,PERSON-0686,ASSOCIATE,Subject of enquiry in Serial Asset and Vehicle Theft in Siliguri under IPC 379.
CP-1663,CASE-0419,PERSON-0762,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Kolkata under IPC 379.
CP-1664,CASE-0222,PERSON-0269,ASSOCIATE,Subject of enquiry in Targeted Homicide Investigation in Howrah under IPC 302/120B.
CP-1665,CASE-0974,PERSON-0767,PERSON_OF_INTEREST,Subject of enquiry in Threat and Extortion Racket in Surat under IPC 384/386.
CP-1666,CASE-0001,PERSON-0380,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Mumbai under IPC 457/380.
CP-1667,CASE-0510,PERSON-0075,ACCUSED,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-1668,CASE-0658,PERSON-0600,WITNESS,Subject of enquiry in Threat and Extortion Racket in Pune under IPC 384/386.
CP-1669,CASE-0194,PERSON-0441,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Kolkata under IPC 384/386.
CP-1670,CASE-0045,PERSON-0962,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Kolkata under IPC 420/406.
CP-1671,CASE-0738,PERSON-0959,ACCUSED,Subject of enquiry in Serial Asset and Vehicle Theft in Nagpur under IPC 379.
CP-1672,CASE-0619,PERSON-0538,ASSOCIATE,Subject of enquiry in Armed Robbery Incident at Mumbai under IPC 392/397.
CP-1673,CASE-0537,PERSON-0158,WITNESS,Subject of enquiry in Serial Asset and Vehicle Theft in Mumbai under IPC 379.
CP-1674,CASE-0200,PERSON-0470,ACCUSED,Subject of enquiry in Nocturnal Commercial Burglary in Howrah under IPC 457/380.
CP-1675,CASE-0065,PERSON-0924,ASSOCIATE,Subject of enquiry in Kidnapping and Extortion Case at Howrah under IPC 363/364A.
CP-1676,CASE-0593,PERSON-0311,SUSPECT,Subject of enquiry in Nocturnal Commercial Burglary in Surat under IPC 457/380.
CP-1677,CASE-1162,PERSON-0457,PERSON_OF_INTEREST,Subject of enquiry in Targeted Homicide Investigation in Lucknow under IPC 302/120B.
CP-1678,CASE-0130,PERSON-0512,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Surat under IPC 392/397.
CP-1679,CASE-0992,PERSON-0949,REPORTING_PERSON,Subject of enquiry in Kidnapping and Extortion Case at Nagpur under IPC 363/364A.
CP-1680,CASE-0134,PERSON-0821,WITNESS,Subject of enquiry in Armed Robbery Incident at Ahmedabad under IPC 392/397.
CP-1681,CASE-0260,PERSON-0747,ACCUSED,Subject of enquiry in Targeted Homicide Investigation in Pune under IPC 302/120B.
CP-1682,CASE-1218,PERSON-0582,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Siliguri under IPC 457/380.
