case_id,fir_number,offence_category,title,legal_section,year,location,district,police_station,status
CASE-1236,FIR-2023-1236,Burglary,Nocturnal Commercial Burglary in Kolkata,IPC 457/380,2023,Kolkata,Kolkata,Park Street,OPEN
CASE-1237,FIR-2022-1237,Extortion,Threat and Extortion Racket in Delhi,IPC 384/386,2022,Delhi,Central Delhi,Connaught Place,OPEN
CASE-1238,FIR-2024-1238,Extortion,Threat and Extortion Racket in Surat,IPC 384/386,2024,Surat,Surat,Varachha,OPEN
CASE-1239,FIR-2024-1239,Fraud,Commercial Fraud and Embezzlement Syndicate at Kolkata,IPC 420/406,2024,Kolkata,Kolkata,Burrabazar,OPEN
CASE-1240,FIR-2022-1240,Forgery,Forged Documentation and Property Fraud in Mumbai,IPC 467/468/471,2022,Mumbai,Mumbai City,Colaba,OPEN
CASE-1241,FIR-2022-1241,Kidnapping,Kidnapping and Extortion Case at Ahmedabad,IPC 363/364A,2022,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-1242,FIR-2023-1242,Kidnapping,Kidnapping and Extortion Case at Pune,IPC 363/364A,2023,Pune,Pune,Shivajinagar,CLOSED
CASE-1243,FIR-2022-1243,Burglary,Nocturnal Commercial Burglary in Chennai,IPC 457/380,2022,Chennai,Chennai,Flower Bazaar,CLOSED
CASE-1244,FIR-2023-1244,Theft,Serial Asset and Vehicle Theft in Ahmedabad,IPC 379,2023,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-1245,FIR-2022-1245,Assault,Physical Assault and Grievous Hurt Case at Bilaspur,IPC 323/325,2022,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-1246,FIR-2021-1246,Murder,Targeted Homicide Investigation in Varanasi,IPC 302/120B,2021,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-1247,FIR-2023-1247,Kidnapping,Kidnapping and Extortion Case at Bilaspur,IPC 363/364A,2023,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-1248,FIR-2021-1248,Robbery,Armed Robbery Incident at Delhi,IPC 392/397,2021,Delhi,South Delhi,Hauz Khas,OPEN
CASE-1249,FIR-2023-1249,Forgery,Forged Documentation and Property Fraud in Siliguri,IPC 467/468/471,2023,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-1250,FIR-2021-1250,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2021,Delhi,South Delhi,Hauz Khas,OPEN
